Nom,Adresse,Ville,Metier_normalise,Heures_ouverture,Nombre_avis,Note,Jours_fermeture,Date_introduction,Date_verification,Filtré,Actif
Dauphiné Gaz,"42 Av. Abel Rossignol, 38430 Saint-Jean-de-Moirans, France",Saint-Jean-de-Moirans,Plombier,"lundi: 07:30 – 12:00, 13:30 – 18:00; mardi: 07:30 – 12:00, 13:30 – 18:00; mercredi: 07:30 – 12:00, 13:30 – 18:00; jeudi: 07:30 – 12:00, 13:30 – 18:00; vendredi: 07:30 – 12:00, 13:30 – 18:00; samedi: Fermé; dimanche: Fermé",103,4,2,2025-10-22,2025-10-24,Non,Oui
DAVID T. BARBERSHOP ( sans réservation),"DAVID T, 46 Rue Edmond Rostand, 13006 Marseille, France",Marseille,Coiffeur_Barbier,lundi: 10:00 – 18:00; mardi: 10:00 – 19:00; mercredi: 10:00 – 18:00; jeudi: 10:00 – 19:00; vendredi: 10:00 – 19:00; samedi: 10:00 – 18:00; dimanche: 10:30 – 18:00,542,4.9,0,2025-10-22,2025-10-24,Non,Oui
Dental Gloss Docteur Jerome GHANDRICHE,"113 Rue de la République, 38430 Moirans, France",Moirans,Dentiste,"lundi: 09:00 – 12:00, 13:00 – 17:00; mardi: 09:00 – 12:00, 13:00 – 19:00; mercredi: 09:00 – 12:00, 13:00 – 19:00; jeudi: 09:00 – 12:00, 13:00 – 18:00; vendredi: 09:00 – 12:00, 14:00 – 19:00; samedi: Fermé; dimanche: Fermé",9,4.6,2,2025-10-22,2025-10-24,Non,Oui
Dentiste Docteur Ethan Fartoukh,"4 Av. du Maréchal Foch, 13004 Marseille, France",Marseille,Dentiste,lundi: 09:00 – 19:30; mardi: 09:00 – 19:30; mercredi: 09:00 – 19:30; jeudi: 09:00 – 19:30; vendredi: 09:00 – 16:00; samedi: Fermé; dimanche: Fermé,104,4.9,2,2025-10-22,2025-10-24,Non,Oui
Dentiste Marseille 13014 Cabinet dentaire - Urgence Dentaire - Orthodontiste - Gibbes Santé Dental - Dentist,"1 Rue Saint-André, 13014 Marseille, France",Marseille,Dentiste,lundi: 08:00 – 20:00; mardi: 08:00 – 20:00; mercredi: 08:00 – 20:00; jeudi: 08:00 – 20:00; vendredi: 08:00 – 20:00; samedi: Fermé; dimanche: Fermé,780,4.7,2,2025-10-22,2025-10-24,Non,Oui
"Dentiste, MOIRANS EN MONTAGNE","56 Av. de Saint-Claude, 39260 Moirans-en-Montagne, France",Moirans-en-Montagne,Dentiste,"lundi: 08:30 – 12:00, 14:00 – 18:00; mardi: 08:30 – 13:00, 14:00 – 18:00; mercredi: Fermé; jeudi: 08:30 – 13:00, 14:00 – 18:00; vendredi: 08:30 – 12:00, 14:00 – 16:00; samedi: Fermé; dimanche: Fermé",5,3.4,3,2025-10-22,2025-10-24,Non,Oui
Dentistes des Chartreux,"208 Av. des Chartreux, 13004 Marseille, France",Marseille,Dentiste,"lundi: 09:00 – 13:00, 14:00 – 18:30; mardi: 09:00 – 13:00, 14:00 – 18:30; mercredi: 09:00 – 13:00, 14:00 – 18:30; jeudi: 09:00 – 13:00, 14:00 – 18:30; vendredi: 09:00 – 13:00; samedi: Fermé; dimanche: Fermé",82,4.9,2,2025-10-22,2025-10-24,Non,Oui
Diversity Plomberie,"43 Rue Roger du Marais, 38430 Moirans, France",Moirans,Plombier,"lundi: 09:00 – 12:00, 13:30 – 16:00; mardi: 09:00 – 12:00, 13:30 – 16:00; mercredi: 09:00 – 12:00, 13:30 – 16:00; jeudi: 09:00 – 12:00, 13:30 – 16:00; vendredi: 09:00 – 12:00, 13:30 – 16:00; samedi: Fermé; dimanche: Fermé",4,2,2,2025-10-22,2025-10-24,Non,Oui
Dogan Grill,"1450 Rue Aristide Berges, 38340 Moirans, France",Moirans,Restaurant,"lundi: Fermé; mardi: 11:00 – 14:00, 18:00 – 22:00; mercredi: 11:00 – 14:00, 18:00 – 22:00; jeudi: 11:00 – 14:00, 18:00 – 22:00; vendredi: 11:00 – 14:00, 18:00 – 22:30; samedi: 12:00 – 15:00, 18:00 – 22:30; dimanche: 12:00 – 15:00, 18:00 – 22:00",207,4.5,1,2025-10-22,2025-10-24,Non,Oui
Dps pro,"625 Rte de la Chenevière, 38430 Moirans, France",Moirans,Plombier,lundi: 07:00 – 18:00; mardi: 07:00 – 18:00; mercredi: 07:00 – 18:00; jeudi: 07:00 – 18:00; vendredi: 07:00 – 18:00; samedi: Fermé; dimanche: Fermé,12,5,2,2025-10-22,2025-10-24,Non,Oui
Dr Meynier Pascal,"56 Av. de Saint-Claude, 39260 Moirans-en-Montagne, France",Moirans-en-Montagne,Dentiste,"lundi: 08:15 – 12:00, 14:00 – 18:00; mardi: 08:15 – 12:00, 14:00 – 18:00; mercredi: Fermé; jeudi: 08:15 – 12:00, 14:00 – 18:00; vendredi: 08:15 – 12:00, 14:00 – 16:00; samedi: Fermé; dimanche: Fermé",9,2.9,3,2025-10-22,2025-10-24,Non,Oui
Dr Nina PEYRADE KESEBERG,"340 Rue de l'Eygala Batiment le Xénon Allée C 1er étage, 38430 Moirans, France",Moirans,Dentiste,"lundi: 09:00 – 12:00, 14:00 – 19:30; mardi: 09:00 – 12:00, 14:00 – 19:30; mercredi: Fermé; jeudi: 09:00 – 12:00, 14:00 – 18:30; vendredi: 09:00 – 16:30; samedi: Fermé; dimanche: Fermé",68,4.6,3,2025-10-22,2025-10-24,Non,Oui
Dr Stan Zoltak,"105 Rue de la République, 38430 Moirans, France",Moirans,Dentiste,Non disponible,0,0.0,0,2025-10-22,2025-10-24,Non,Oui
EI Morel Guillaume,"38 Av. de Saint-Claude, 39260 Moirans-en-Montagne, France",Moirans-en-Montagne,Plombier,lundi: 08:00 – 17:30; mardi: 08:00 – 17:30; mercredi: 08:00 – 17:30; jeudi: 08:00 – 17:30; vendredi: 08:00 – 17:30; samedi: Fermé; dimanche: Fermé,23,5,2,2025-10-22,2025-10-24,Non,Oui
Elora Coiffure,"125 Rue de la République, 38430 Moirans, France",Moirans,Coiffeur_Barbier,"lundi: Fermé; mardi: 08:00 – 12:00, 15:00 – 18:00; mercredi: 08:00 – 12:00, 15:00 – 18:00; jeudi: 08:00 – 12:00, 15:00 – 18:00; vendredi: 08:00 – 12:00, 15:00 – 18:00; samedi: 08:00 – 12:00, 14:00 – 17:00; dimanche: Fermé",10,4.7,2,2025-10-22,2025-10-24,Non,Oui
Encore un morceau,"2 Pl. Saint-Eugène, 13007 Marseille, France",Marseille,Boulanger_Patissier,"lundi: Fermé; mardi: Fermé; mercredi: 09:00 – 13:30, 16:00 – 19:00; jeudi: 09:00 – 13:30, 16:00 – 19:00; vendredi: 09:00 – 13:30, 16:00 – 19:00; samedi: 09:00 – 13:30, 15:30 – 19:00; dimanche: 09:00 – 12:30",195,5,2,2025-10-22,2025-10-24,Non,Oui
Entre Terre & Mer,"13 Rue du Panier, 13002 Marseille, France",Marseille,Restaurant,,,,,2025-10-22,2025-10-22,Non,Oui
Evanescence,"42 Rue de la République, 38430 Moirans, France",Moirans,Coiffeur_Barbier,lundi: Fermé; mardi: 09:00 – 18:30; mercredi: 09:00 – 18:30; jeudi: 09:00 – 18:30; vendredi: 09:00 – 19:00; samedi: 09:00 – 17:00; dimanche: Fermé,34,4,2,2025-10-22,2025-10-24,Non,Oui
Fluo Dent,"140 Rue du 8 Mai 1945, 38430 Saint-Jean-de-Moirans, France",Saint-Jean-de-Moirans,Dentiste,Non disponible,0,0.0,0,2025-10-22,2025-10-24,Non,Oui
Fournil de St Jean,"575 Chem. des Nugues, 38430 Saint-Jean-de-Moirans, France",Saint-Jean-de-Moirans,Boulanger_Patissier,lundi: 15:30 – 18:30; mardi: Fermé; mercredi: Fermé; jeudi: 15:30 – 18:30; vendredi: Fermé; samedi: Fermé; dimanche: Fermé,7,5,5,2025-10-22,2025-10-24,Non,Oui
G.M coiffure,"3 Rue Pierre Roche, 13004 Marseille, France",Marseille,Coiffeur_Barbier,lundi: Fermé; mardi: 09:30 – 18:30; mercredi: 09:30 – 18:30; jeudi: 09:30 – 18:30; vendredi: 09:30 – 18:30; samedi: 09:30 – 18:30; dimanche: Fermé,182,4.8,2,2025-10-22,2025-10-24,Non,Oui
Gastaldin LMB plomberie,"158 Chem. de l'Étang Dauphin, 38960 Saint-Étienne-de-Crossey, France",Saint-Étienne-de-Crossey,Plombier,lundi: 07:00 – 20:00; mardi: 07:00 – 20:00; mercredi: 07:00 – 20:00; jeudi: 07:00 – 20:00; vendredi: 07:00 – 20:00; samedi: 08:00 – 13:00; dimanche: Fermé,16,4.6,1,2025-10-22,2025-10-24,Non,Oui
Grande Pharmacie de Castellane,"11 Pl. Castellane, 13006 Marseille, France",Marseille,Pharmacien,lundi: 08:00 – 21:00; mardi: 08:00 – 21:00; mercredi: 08:00 – 21:00; jeudi: 08:00 – 21:00; vendredi: 08:00 – 21:00; samedi: 08:00 – 20:00; dimanche: 08:00 – 20:00,226,2.9,0,2025-10-22,2025-10-24,Non,Oui
Grande Pharmacie de Marseille - Boticinal,"24 Cours Belsunce, Immeuble Centre Bourse, Square Belsunce, 13001 Marseille, France",Marseille,Pharmacien,lundi: 09:00 – 19:30; mardi: 09:00 – 19:30; mercredi: 09:00 – 19:30; jeudi: 09:00 – 19:30; vendredi: 09:00 – 19:30; samedi: 09:30 – 19:30; dimanche: Fermé,312,2.8,1,2025-10-22,2025-10-24,Non,Oui
Grande Pharmacie du Tramway,"118 Bd Chave, 13005 Marseille, France",Marseille,Pharmacien,lundi: 08:00 – 20:00; mardi: 08:00 – 20:00; mercredi: 08:00 – 20:00; jeudi: 08:00 – 20:00; vendredi: 08:00 – 20:00; samedi: 08:00 – 20:00; dimanche: 08:00 – 20:00,129,4.8,0,2025-10-22,2025-10-24,Non,Oui
Grande Pharmacie Foch Marseille - OUVERTE DIMANCHE ET JOURS FÉRIES,"3 Av. du Maréchal Foch, 13004 Marseille, France",Marseille,Pharmacien,lundi: 08:30 – 20:00; mardi: 08:30 – 20:00; mercredi: 08:30 – 20:00; jeudi: 08:30 – 20:00; vendredi: 08:30 – 19:00; samedi: Fermé; dimanche: 08:00 – 20:00,113,2.9,1,2025-10-22,2025-10-24,Non,Oui
Grande Pharmacie Maritime - Boticinal,"31 Bd de Dunkerque, 13002 Marseille, France",Marseille,Pharmacien,lundi: 08:00 – 19:30; mardi: 08:00 – 19:30; mercredi: 08:00 – 19:30; jeudi: 08:00 – 19:30; vendredi: 08:00 – 19:30; samedi: 09:00 – 13:00; dimanche: Fermé,64,3.8,1,2025-10-22,2025-10-24,Non,Oui
Hair du Temps,"27 bis Grand Rue, 13002 Marseille, France",Marseille,Coiffeur_Barbier,lundi: Fermé; mardi: 09:00 – 18:30; mercredi: 09:00 – 18:30; jeudi: 09:00 – 18:30; vendredi: 09:00 – 18:30; samedi: 09:00 – 18:30; dimanche: Fermé,126,4.5,2,2025-10-22,2025-10-24,Non,Oui
HCR Services,"7 Rue de la Coste, 38430 Moirans, France",Moirans,Plombier,Non disponible,2,3,0,2025-10-22,2025-10-24,Non,Oui
House of Pain - Boulangerie,"14 Rue Fontange, 13006 Marseille, France",Marseille,Boulanger_Patissier,lundi: 08:00 – 20:00; mardi: 08:00 – 20:00; mercredi: 08:00 – 20:00; jeudi: Fermé; vendredi: 08:00 – 20:00; samedi: 08:00 – 20:00; dimanche: 08:00 – 13:00,301,4.2,1,2025-10-22,2025-10-24,Non,Oui
ID Coiffure Dolores,"8 Rue du 8 Mai 1945, 38430 Moirans, France",Moirans,Coiffeur_Barbier,Non disponible,16,4.9,0,2025-10-22,2025-10-24,Non,Oui
"Inzu, café, pâtisserie, brunch","7 Av. des Chartreux, 13004 Marseille, France",Marseille,Boulanger_Patissier,lundi: 08:30 – 18:30; mardi: 08:30 – 18:30; mercredi: 08:30 – 18:30; jeudi: 08:30 – 18:30; vendredi: 08:30 – 18:30; samedi: 09:30 – 18:30; dimanche: 09:30 – 17:30,229,4.8,0,2025-10-22,2025-10-24,Non,Oui
IRPC,"450 Rte de Voiron, 38430 Moirans, France",Moirans,Plombier,lundi: 07:30 – 19:30; mardi: 07:30 – 19:30; mercredi: 07:30 – 19:30; jeudi: 07:30 – 19:30; vendredi: 07:30 – 19:30; samedi: 09:00 – 16:00; dimanche: Fermé,24,5,1,2025-10-22,2025-10-24,Non,Oui
JC PLOMBERIE,"74 Rue Rabelais, 13016 Marseille, France",Marseille,Plombier,lundi: 07:30 – 19:00; mardi: 07:30 – 19:00; mercredi: 07:30 – 19:00; jeudi: 07:30 – 19:00; vendredi: 07:30 – 19:00; samedi: Fermé; dimanche: Fermé,22,5,2,2025-10-22,2025-10-24,Non,Oui
JENNIF'HAIR,"14 Pl. Charles de Gaulle, 38430 Moirans, France",Moirans,Coiffeur_Barbier,"lundi: Fermé; mardi: 09:00 – 18:30; mercredi: 09:00 – 12:00, 14:00 – 18:30; jeudi: 09:00 – 18:30; vendredi: 09:00 – 18:00; samedi: 08:30 – 17:00; dimanche: Fermé",19,4.9,2,2025-10-22,2025-10-24,Non,Oui
Keita One Salon de Coiffure,"11 Rue de l'Académie, 13001 Marseille, France",Marseille,Coiffeur_Barbier,lundi: 09:00 – 20:00; mardi: 09:00 – 20:00; mercredi: 09:00 – 20:00; jeudi: 09:00 – 20:00; vendredi: 09:00 – 20:00; samedi: 09:00 – 21:00; dimanche: 09:00 – 20:00,223,4.9,0,2025-10-22,2025-10-24,Non,Oui
Kenze,"7 Rue de la République, 13002 Marseille, France",Marseille,Coiffeur_Barbier,lundi: Fermé; mardi: 12:00 – 19:30; mercredi: 10:00 – 18:00; jeudi: 10:00 – 20:00; vendredi: 10:00 – 20:00; samedi: 10:00 – 19:30; dimanche: Fermé,348,4.8,2,2025-10-22,2025-10-24,Non,Oui
L'adresse ateliers de pâtisserie,"3 Rue Haxo, 13001 Marseille, France",Marseille,Boulanger_Patissier,lundi: Fermé; mardi: Fermé; mercredi: 13:00 – 17:30; jeudi: 13:00 – 17:30; vendredi: 13:00 – 17:30; samedi: 09:00 – 17:30; dimanche: 09:00 – 14:30,187,5,2,2025-10-22,2025-10-24,Non,Oui
L'Atelier Beauty,"5 Rue de la République, 38430 Moirans, France",Moirans,Coiffeur_Barbier,lundi: Fermé; mardi: 09:00 – 18:00; mercredi: Fermé; jeudi: 09:00 – 18:00; vendredi: 09:00 – 18:00; samedi: 08:30 – 15:30; dimanche: Fermé,100,4.8,3,2025-10-22,2025-10-24,Non,Oui
L'Atelier de Plomberie,"73 Av. Jean Compadieu, 13012 Marseille, France",Marseille,Plombier,,,,,2025-10-22,2025-10-22,Non,Oui
L'Avant Cour,"122 Rue du Vallon des Auffes, 13007 Marseille, France",Marseille,Restaurant,"lundi: Fermé; mardi: 19:00 – 23:00; mercredi: 19:00 – 23:00; jeudi: 19:00 – 23:00; vendredi: 19:00 – 23:00; samedi: 12:00 – 14:30, 19:00 – 23:00; dimanche: 12:00 – 14:30, 19:00 – 23:00",833,4.6,1,2025-10-22,2025-10-24,Non,Oui
L'empreinte du Barbier - Artisan Coiffeur & Barber Shop,"30 Bd Georges Clemenceau, 13004 Marseille, France",Marseille,Coiffeur_Barbier,"lundi: 10:00 – 19:00; mardi: 09:00 – 19:00; mercredi: 09:00 – 19:00; jeudi: 09:00 – 19:00; vendredi: 09:00 – 12:00, 14:00 – 19:00; samedi: 09:00 – 19:00; dimanche: Fermé",130,5,1,2025-10-22,2025-10-24,Non,Oui
L'entretemps,"20 Rte de Grenoble, 38430 Moirans, France",Moirans,Restaurant,lundi: Fermé; mardi: 10:00 – 20:00; mercredi: 10:00 – 20:00; jeudi: 10:00 – 20:00; vendredi: 10:00 – 22:30; samedi: 10:00 – 20:00; dimanche: Fermé,109,4.4,2,2025-10-22,2025-10-24,Non,Oui
L'essentiel par Le Barbier de Marseille,"39 Rue de la République, 13002 Marseille, France",Marseille,Coiffeur_Barbier,lundi: Fermé; mardi: 09:00 – 19:00; mercredi: 09:00 – 19:00; jeudi: 09:00 – 19:00; vendredi: 09:00 – 19:00; samedi: 09:00 – 19:00; dimanche: Fermé,337,4.9,2,2025-10-22,2025-10-24,Non,Oui
l'Inattendu,"35 Cr Honoré d'Estienne d'Orves, 13001 Marseille, France",Marseille,Restaurant,"lundi: 11:30 – 15:00, 19:00 – 22:30; mardi: Fermé; mercredi: 11:30 – 15:00, 19:00 – 22:30; jeudi: 11:30 – 15:00, 19:00 – 22:30; vendredi: 11:30 – 15:00, 19:00 – 22:30; samedi: 11:30 – 15:00, 19:00 – 23:00; dimanche: 11:30 – 15:00, 19:00 – 22:30",1253,4.5,1,2025-10-22,2025-10-24,Non,Oui
L'oustau,"23 Rue Roussin, 39260 Moirans-en-Montagne, France",Moirans-en-Montagne,Restaurant,"lundi: 12:00 – 13:30; mardi: 12:00 – 13:30; mercredi: 12:00 – 13:30; jeudi: 12:00 – 13:30, 19:00 – 20:30; vendredi: 12:00 – 13:30, 19:00 – 20:30; samedi: 19:00 – 20:30; dimanche: Fermé",492,4.7,1,2025-10-22,2025-10-24,Non,Oui
L'éphém'hair,"15 Rue Pasteur, 39260 Moirans-en-Montagne, France",Moirans-en-Montagne,Coiffeur_Barbier,lundi: Fermé; mardi: 09:00 – 19:00; mercredi: 09:00 – 19:00; jeudi: 09:00 – 19:00; vendredi: 09:00 – 19:00; samedi: 08:00 – 17:00; dimanche: Fermé,21,4.8,2,2025-10-22,2025-10-24,Non,Oui
La beauté de l'homme,"16 Rue Beauvau, 13001 Marseille, France",Marseille,Coiffeur_Barbier,,,,,2025-10-22,2025-10-22,Non,Oui
La Belle Boucle Studio,"35 Rue de la République, 13002 Marseille, France",Marseille,Coiffeur_Barbier,lundi: 10:00 – 19:00; mardi: 10:00 – 19:00; mercredi: 10:00 – 19:00; jeudi: 10:00 – 19:00; vendredi: 10:00 – 19:00; samedi: 10:00 – 19:00; dimanche: Fermé,597,4.6,1,2025-10-22,2025-10-24,Non,Oui
LA CANTINE DE MARSEILLE,"27 Cr Honoré d'Estienne d'Orves, 13001 Marseille, France",Marseille,Restaurant,"lundi: 12:00 – 14:15, 19:30 – 22:30; mardi: 12:00 – 14:15, 19:30 – 22:30; mercredi: 12:00 – 14:15, 19:30 – 22:30; jeudi: 12:00 – 14:15, 19:30 – 22:30; vendredi: 12:00 – 14:15, 19:30 – 22:30; samedi: 12:00 – 14:15, 19:30 – 22:30; dimanche: 12:00 – 14:15, 19:30 – 22:30",1013,4.5,0,2025-10-22,2025-10-24,Non,Oui
La Cantine du Boulanger,"5 Cr Jean Ballard, 13001 Marseille, France",Marseille,Boulanger_Patissier,lundi: Fermé; mardi: 06:30 – 20:00; mercredi: 06:30 – 20:00; jeudi: 06:30 – 20:00; vendredi: 06:30 – 20:00; samedi: 06:30 – 20:00; dimanche: 07:00 – 14:30,160,3.6,1,2025-10-22,2025-10-24,Non,Oui
La Chouquette,"40 Rue du Kiosque, 38430 Saint-Jean-de-Moirans, France",Saint-Jean-de-Moirans,Boulanger_Patissier,"lundi: Fermé; mardi: 06:00 – 19:00; mercredi: 06:00 – 13:00, 15:00 – 19:00; jeudi: 06:00 – 19:00; vendredi: 06:00 – 19:00; samedi: 06:00 – 19:00; dimanche: 06:00 – 12:00",118,4.5,1,2025-10-22,2025-10-24,Non,Oui
La Daurade,"8 Rue Fortia, 13001 Marseille, France",Marseille,Restaurant,"lundi: 12:00 – 14:30, 19:00 – 23:00; mardi: 12:00 – 14:30, 19:00 – 23:00; mercredi: 12:00 – 14:30, 19:00 – 23:00; jeudi: 12:00 – 14:30, 19:00 – 23:00; vendredi: 12:00 – 14:30, 19:00 – 23:00; samedi: 12:00 – 15:00, 19:00 – 23:00; dimanche: 12:00 – 15:00, 19:00 – 23:00",3606,4.2,0,2025-10-22,2025-10-24,Non,Oui
La Delicatesse - Restaurant Marseille,"7 Bd de la Libération, 13001 Marseille, France",Marseille,Restaurant,lundi: 19:30 – 21:15; mardi: 19:30 – 21:15; mercredi: 19:30 – 21:15; jeudi: 19:30 – 21:15; vendredi: 19:30 – 21:15; samedi: 19:30 – 21:30; dimanche: Fermé,660,4.8,1,2025-10-22,2025-10-24,Non,Oui
La Maison des Barbiers,"101 Rue Paradis, 13006 Marseille, France",Marseille,Coiffeur_Barbier,lundi: 09:00 – 19:00; mardi: 09:00 – 19:00; mercredi: 09:00 – 19:00; jeudi: 09:00 – 19:00; vendredi: 09:00 – 19:00; samedi: 09:00 – 19:00; dimanche: Fermé,177,4.8,1,2025-10-22,2025-10-24,Non,Oui
La Marjolaine,"12 Rue des Terreaux, 38500 Voiron, France",Voiron,Boulanger_Patissier,"lundi: 09:00 – 13:00, 14:00 – 19:00; mardi: 08:00 – 19:00; mercredi: 08:00 – 19:00; jeudi: 08:00 – 19:00; vendredi: 08:00 – 19:00; samedi: 08:00 – 19:00; dimanche: Fermé",276,4.6,1,2025-10-22,2025-10-24,Non,Oui
La Marseillaise Coiffure,"25 bis Rue Vincent Scotto, 13001 Marseille, France",Marseille,Coiffeur_Barbier,lundi: 08:00 – 20:00; mardi: 08:00 – 20:00; mercredi: 08:00 – 20:00; jeudi: 08:00 – 20:00; vendredi: 08:00 – 20:00; samedi: 08:00 – 20:00; dimanche: 11:00 – 20:00,218,4.9,0,2025-10-22,2025-10-24,Non,Oui
La Poule Noire,"61 Rue Sainte, 13001 Marseille, France",Marseille,Restaurant,lundi: Fermé; mardi: 19:00 – 23:00; mercredi: 19:00 – 23:00; jeudi: 19:00 – 23:00; vendredi: 19:00 – 23:00; samedi: 19:00 – 23:00; dimanche: Fermé,1258,4.6,2,2025-10-22,2025-10-24,Non,Oui
La Pâtisserie des Marseillais - Pascal Guglielmi,"28 Grand Rue, 13002 Marseille, France",Marseille,Boulanger_Patissier,lundi: Fermé; mardi: 09:00 – 19:00; mercredi: 09:00 – 19:00; jeudi: 09:00 – 19:00; vendredi: 09:00 – 19:00; samedi: 09:00 – 19:00; dimanche: 10:00 – 13:00,661,4.8,1,2025-10-22,2025-10-24,Non,Oui
Le Bar à Pain MARSEILLE,"18 Cr Joseph Thierry, 13001 Marseille, France",Marseille,Boulanger_Patissier,lundi: Fermé; mardi: 08:00 – 19:45; mercredi: 08:00 – 19:45; jeudi: 08:00 – 19:45; vendredi: 08:00 – 19:45; samedi: 08:00 – 18:00; dimanche: Fermé,593,4.5,2,2025-10-22,2025-10-24,Non,Oui
Le Barbier de Marseille,"63 Rue de la République, 13002 Marseille, France",Marseille,Coiffeur_Barbier,lundi: 10:00 – 19:00; mardi: 10:00 – 19:00; mercredi: 10:00 – 19:00; jeudi: 10:00 – 19:00; vendredi: 10:00 – 19:00; samedi: 10:00 – 19:00; dimanche: Fermé,961,4.8,1,2025-10-22,2025-10-24,Non,Oui
Le Bouchon Provençal,"6 Pl. aux Huiles, 13001 Marseille, France",Marseille,Restaurant,"lundi: 12:00 – 14:30, 19:00 – 23:00; mardi: 12:00 – 14:30, 19:00 – 23:00; mercredi: 12:00 – 14:30, 19:00 – 23:00; jeudi: 12:00 – 14:30, 19:00 – 23:00; vendredi: 12:00 – 14:30, 19:00 – 23:00; samedi: 12:00 – 14:30, 19:00 – 23:00; dimanche: Fermé",2055,4.6,1,2025-10-22,2025-10-24,Non,Oui
